127.0.0.1 - - [24/Jan/2024:20:46:13 +0000] "GET /api/movies HTTP/1.1" 200 19504 "-" "PostmanRuntime/7.36.1"
127.0.0.1 - - [24/Jan/2024:22:11:12 +0000] "GET / HTTP/1.1" 404 139 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:11:13 +0000] "GET / HTTP/1.1" 404 139 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:11:18 +0000] "GET /api/ HTTP/1.1" 200 331 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:11:18 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:11:18 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:09 +0000] "GET /api/ HTTP/1.1" 200 356 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:09 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:10 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:10 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:10 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:11 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:11 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:12:11 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:13:14 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:13:14 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:13:15 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:13:15 +0000] "GET /api/pictures/film-reel.jpg HTTP/1.1" 404 165 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:40 +0000] "GET /api/ HTTP/1.1" 200 347 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:40 +0000] "GET /api/film-reel.jpg HTTP/1.1" 404 156 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:40 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:40 +0000] "GET /api/film-reel.jpg HTTP/1.1" 404 156 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:41 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:41 +0000] "GET /api/film-reel.jpg HTTP/1.1" 404 156 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:41 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:41 +0000] "GET /api/film-reel.jpg HTTP/1.1" 404 156 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:42 +0000] "GET /api/ HTTP/1.1" 304 - "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
127.0.0.1 - - [24/Jan/2024:22:14:42 +0000] "GET /api/film-reel.jpg HTTP/1.1" 404 156 "http://localhost:8080/api/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36"
